Z,N,Energy,NShells,b0,bz,bp,lambda_n,lambda_p,Lambda_n,Lambda_p,delta_n,delta_p,pwi,pairingE_n,pairingE_p,LNlambda_n,LNlambda_p,LNEnergy_n,LNEnergy_p,LNdelta_n,LNdelta_p,Geff_n,Geff_p,rms_r_n,rms_r_p,rms_r_t,charge_r_p,charge_r_t,beta2_n,beta2_p,beta2_t,dipole_n,dipole_p,quadpole_n,quadpole_p,octpole_n,octpole_p,hexdpole_n,hexdpole_p,q5_n,q5_p,q6_n,q6_p,q7_n,q7_p,q8_n,q8_p,KineticE_n,KineticE_p,VolumeE,rho_tau,rho_rho,surfaceE,rhoDELrho,NABLArho^2,SpinOrbitE,rhoNABLAJ,NABLArhoJ,CoulombE,CoulombDir,CoulombEx,TensorE,HartreeE,ExtraE,ExternalFE,Entropy_n,Entropy_p
12,26,-259.0193,20.0,1.6834,1.85046,1.60562,-0.79739,-23.32257,-0.79739,-23.32257,0.83011,1.10999,60.0,-2.83149,-2.9317,0.53129,0.81087,-1.58653,-1.70254,1.3614,1.92086,-0.24337,-0.42026,3.71075,3.15942,3.54592,3.24536,4.03437,0.274,0.34533,0.29189,0.0,0.0,1.23755,0.52184,0.0,0.0,0.00674,0.00493,0.0,0.0,-0.00111,5e-05,0.0,0.0,-0.00024,-1e-05,458.0768,184.617,-959.0453,42.2008,-1001.2461,62.4505,62.4505,0.0,-19.5033,-19.5033,0.0,27.1432,31.3376,-4.1944,-3.7059,0.0,0.0,0.0,0.0,0.0
12,28,-259.6897,20.0,1.69785,1.8084,1.64514,-0.13814,-24.78145,-0.13814,-24.78145,0.799,1.11037,60.0,-2.8888,-2.99475,0.46675,0.77979,-1.47789,-1.68652,1.26575,1.89017,-0.22099,-0.4117,3.82554,3.17565,3.64277,3.2582,4.10394,0.25177,0.3288,0.26933,0.0,0.0,1.30152,0.50199,0.0,0.0,-0.00744,0.003,0.0,0.0,-0.00172,-0.0001,0.0,0.0,-7e-05,-1e-05,490.9954,182.3801,-988.173,42.7799,-1030.9529,63.1139,63.1139,0.0,-21.7542,-21.7542,0.0,26.9718,31.1372,-4.1655,-4.1757,0.0,0.0,0.0,0.0,0.0
14,8,-133.3651,20.0,1.53683,1.53683,1.53683,-21.176,1.00536,-21.176,1.00536,1.06132,1.5025,60.0,-1.8932,-4.77434,1.84378,0.70134,-2.12215,-2.39909,2.90509,2.20384,-0.59497,-0.47284,2.68089,3.15733,2.99287,3.27176,3.36245,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,121.4415,235.3054,-544.2796,25.9007,-570.1803,42.0041,42.0041,0.0,-12.7683,-12.7683,0.0,38.1152,43.2025,-5.0873,-1.9947,0.0,0.0,0.0,0.0,0.0
14,10,-168.7577,20.0,1.55928,1.60925,1.53489,-16.99548,-1.4551,-16.99548,-1.4551,1.11328,1.38166,60.0,-2.49485,-4.02874,0.63027,0.79474,-1.42577,-2.24959,1.74355,2.1764,-0.49678,-0.47384,2.82587,3.0768,2.97482,3.19152,3.4614,0.23233,0.15344,0.1831,0.0,0.0,0.23405,0.25655,0.0,0.0,0.0026,0.00107,0.0,0.0,2e-05,4e-05,0.0,0.0,0.0,-1e-05,165.4735,243.8119,-635.3811,31.2806,-666.6618,48.0953,48.0953,0.0,-16.6397,-16.6397,0.0,38.7339,43.9433,-5.2094,-2.6525,0.0,0.0,0.0,0.0,0.0
14,12,-200.9934,20.0,1.58022,1.53116,1.60534,-15.17154,-4.29868,-15.17154,-4.29868,1.17053,1.34154,60.0,-2.95444,-3.79134,0.58303,0.93211,-1.59719,-2.27334,1.75356,2.27366,-0.46375,-0.4747,2.91985,3.0425,2.98652,3.15584,3.55499,-0.18785,-0.17438,-0.18032,0.0,0.0,-0.24245,-0.28509,0.0,0.0,0.00191,0.0021,0.0,0.0,-3e-05,-3e-05,0.0,0.0,0.0,0.0,211.2259,248.2967,-716.8093,35.9537,-752.763,53.3259,53.3259,0.0,-21.5963,-21.5963,0.0,38.9864,44.2545,-5.2681,-3.8065,0.0,0.0,0.0,0.0,0.0
14,14,-229.5442,20.0,1.59986,1.50206,1.65113,-13.00606,-7.46119,-13.00606,-7.46119,1.0292,1.33816,60.0,-2.49057,-3.81254,0.8334,0.8511,-1.76251,-2.17151,1.8626,2.18927,-0.42531,-0.46968,2.97822,3.00549,2.99188,3.11751,3.64391,-0.00045,-0.00048,-0.00047,0.0,0.0,-0.00071,-0.00077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,-0.0,-0.0,256.2015,252.31,-791.827,39.8942,-831.7212,57.4497,57.4497,0.0,-27.0954,-27.0954,0.0,39.2027,44.4992,-5.2965,-5.5484,0.0,0.0,0.0,0.0,0.0
14,16,-251.572,20.0,1.61837,1.47226,1.69677,-9.13593,-10.10538,-9.13593,-10.10538,0.86232,1.2991,60.0,-2.00102,-3.71495,0.77785,0.82959,-1.47452,-2.09225,1.64017,2.12869,-0.37161,-0.45429,3.08839,3.0227,3.05791,3.13146,3.72868,-0.00065,-0.00038,-0.00052,0.0,0.0,-0.00124,-0.00061,0.0,0.0,-2e-05,-1e-05,0.0,0.0,1e-05,0.0,0.0,0.0,-1e-05,-1e-05,290.8464,249.4801,-848.3422,42.0636,-890.4057,58.7341,58.7341,0.0,-26.3448,-26.3448,0.0,38.92,44.1849,-5.2649,-5.5829,0.0,0.0,0.0,0.0,0.0
14,18,-267.5873,20.0,1.63587,1.48818,1.71512,-7.51339,-12.62387,-7.51339,-12.62387,0.93814,1.2841,60.0,-2.55894,-3.7419,0.5962,0.80668,-1.5431,-2.0431,1.53434,2.09078,-0.34393,-0.44066,3.21528,3.06084,3.14864,3.16567,3.80976,-0.00093,-0.00029,-0.00067,0.0,0.0,-0.00219,-0.00048,0.0,0.0,-5e-05,-0.0,0.0,0.0,1e-05,0.0,0.0,0.0,-2e-05,-1e-05,317.9992,243.7146,-893.813,43.3374,-937.1504,58.922,58.922,0.0,-19.4467,-19.4467,0.0,38.3762,43.5774,-5.2012,-3.4526,0.0,0.0,0.0,0.0,0.0
14,20,-281.4337,20.0,1.65248,1.81647,1.57612,-5.46,-15.01397,-5.46,-15.01397,0.94347,1.27564,60.0,-2.86495,-3.79559,0.89641,0.78835,-1.78337,-2.00163,1.83988,2.06399,-0.3107,-0.42872,3.31684,3.09768,3.2284,3.19871,3.88753,0.00031,-0.00012,0.00015,0.0,0.0,0.00086,-0.0002,0.0,0.0,-4e-05,-0.0,0.0,0.0,-2e-05,-0.0,0.0,0.0,3e-05,0.0,348.6069,238.6236,-939.5562,44.6053,-984.1615,60.3593,60.3593,0.0,-14.559,-14.559,0.0,37.8612,43.0045,-5.1433,-2.3238,0.0,0.0,0.0,0.0,0.0
14,22,-288.965,20.0,1.6683,1.83386,1.59121,-3.77679,-17.08454,-3.77679,-17.08454,0.97311,1.22966,60.0,-3.40056,-3.63884,0.43057,0.7674,-1.32599,-1.91259,1.40368,1.99706,-0.27847,-0.41553,3.41408,3.12977,3.30642,3.22724,3.96231,0.1001,0.09396,0.09796,0.0,0.0,0.32383,0.16256,0.0,0.0,0.00602,0.00128,0.0,0.0,7e-05,3e-05,0.0,0.0,1e-05,0.0,391.5644,234.6021,-985.7534,46.3376,-1032.091,62.874,62.874,0.0,-16.9481,-16.9481,0.0,37.4616,42.5634,-5.1018,-2.4875,0.0,0.0,0.0,0.0,0.0
14,24,-296.5608,20.0,1.6834,1.73734,1.65706,-3.42157,-18.70009,-3.42157,-18.70009,0.94177,1.16228,60.0,-3.29082,-3.38328,0.54307,0.69234,-1.58663,-1.74522,1.48484,1.85462,-0.26952,-0.39929,3.5229,3.17831,3.40001,3.2718,4.03437,0.21748,0.21437,0.21648,0.0,0.0,0.81721,0.38247,0.0,0.0,0.01414,0.00412,0.0,0.0,0.00027,0.00013,0.0,0.0,-9e-05,0.0,434.0882,229.5086,-1029.2332,47.5376,-1076.7708,65.7014,65.7014,0.0,-20.2651,-20.2651,0.0,36.9893,42.0491,-5.0598,-3.3441,0.0,0.0,0.0,0.0,0.0
14,26,-302.3892,20.0,1.69785,1.8084,1.64514,-2.48925,-20.4593,-2.48925,-20.4593,0.87318,1.12602,60.0,-3.03619,-3.26879,0.52846,0.65998,-1.55701,-1.67964,1.40164,1.786,-0.25112,-0.38788,3.6154,3.21088,3.47917,3.30093,4.10394,0.2324,0.24135,0.23507,0.0,0.0,0.99639,0.43947,0.0,0.0,0.00418,0.00283,0.0,0.0,-0.0004,-2e-05,0.0,0.0,-2e-05,-0.0,474.1726,225.6059,-1069.7427,48.4943,-1118.237,67.7469,67.7469,0.0,-23.2292,-23.2292,0.0,36.6364,41.6579,-5.0214,-4.0376,0.0,0.0,0.0,0.0,0.0
14,28,-307.7826,20.0,1.71172,1.65857,1.73892,-2.08559,-22.31447,-2.08559,-22.31447,0.86305,1.08479,60.0,-3.11068,-3.07075,0.58217,0.83078,-1.68147,-1.78475,1.44522,1.91557,-0.23945,-0.38322,3.69897,3.23071,3.54976,3.31773,4.17123,-0.20058,-0.23074,-0.20891,0.0,0.0,-0.96945,-0.42537,0.0,0.0,0.01896,0.00612,0.0,0.0,-0.00098,-0.00023,0.0,0.0,0.00029,1e-05,514.1221,222.6151,-1108.2742,49.2948,-1157.5689,69.2643,69.2643,0.0,-26.9106,-26.9106,0.0,36.4081,41.3998,-4.9917,-5.3597,0.0,0.0,0.0,0.0,0.0
14,30,-310.9088,20.0,1.72504,1.67148,1.75246,-1.38743,-23.93327,-1.38743,-23.93327,0.72688,1.08938,60.0,-2.4235,-3.15959,0.53577,0.7585,-1.51406,-1.73733,1.26266,1.84788,-0.21801,-0.3756,3.77494,3.23191,3.61103,3.31639,4.23642,-0.1474,-0.17401,-0.15418,0.0,0.0,-0.79496,-0.32101,0.0,0.0,0.00427,0.00282,0.0,0.0,-0.00043,-5e-05,0.0,0.0,0.00039,0.0,551.9168,221.4063,-1144.8966,50.0533,-1194.9499,70.1485,70.1485,0.0,-30.3397,-30.3397,0.0,36.2937,41.2582,-4.9645,-6.6035,0.0,0.0,0.0,0.0,0.0
14,32,-313.5774,20.0,1.73787,1.73787,1.73787,-0.75363,-25.27632,-0.75363,-25.27632,0.62333,1.11063,60.0,-1.93301,-3.35611,0.65095,0.6825,-1.54408,-1.70988,1.27428,1.79314,-0.201,-0.36754,3.86421,3.22713,3.682,3.30923,4.29966,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,584.8148,220.8266,-1176.0766,50.5995,-1226.6761,70.0552,70.0552,0.0,-33.0274,-33.0274,0.0,36.2437,41.1841,-4.9404,-7.8707,0.0,0.0,0.0,0.0,0.0
14,34,-313.7147,20.0,1.75024,1.6959,1.77806,0.65968,-26.05757,0.65968,-26.05757,0.62818,1.09294,60.0,-2.21363,-3.31076,0.70399,0.66563,-1.57396,-1.67541,1.33218,1.75856,-0.17827,-0.3608,4.021,3.24964,3.81218,3.3287,4.36109,-0.00439,0.00057,-0.00334,0.0,0.0,-0.03046,0.00106,0.0,0.0,0.00245,0.0,0.0,0.0,-0.00145,0.0,0.0,0.0,0.00117,-0.0,604.5045,217.5569,-1193.8583,50.6874,-1244.5457,68.8961,68.8961,0.0,-31.1997,-31.1997,0.0,35.9982,40.9038,-4.9056,-6.8386,0.0,0.0,0.0,0.0,0.0
16,10,-168.9724,20.0,1.58022,1.48363,1.63086,-19.1542,1.11644,-19.1542,1.11644,1.25405,1.2217,60.0,-3.26646,-3.60097,0.41739,0.91517,-1.20634,-2.27669,1.67144,2.13688,-0.48145,-0.41449,2.83117,3.22623,3.08029,3.33737,3.55499,-0.00299,-0.0049,-0.00428,0.0,0.0,-0.00302,-0.01031,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,9e-05,0.0,0.0,-0.0,-5e-05,163.9564,273.1773,-673.3725,32.6158,-705.9883,48.303,48.303,0.0,-17.1031,-17.1031,0.0,49.065,55.0047,-5.9397,-2.6482,0.0,0.0,0.0,0.0,0.0
16,12,-205.9749,20.0,1.59986,1.45543,1.67737,-17.75188,-1.17588,-17.75188,-1.17588,1.2787,1.18946,60.0,-3.64159,-3.39192,0.46647,0.85748,-1.52608,-2.06336,1.74517,2.04694,-0.449,-0.41712,2.92328,3.16003,3.06081,3.2712,3.64391,-0.01007,-0.00887,-0.00934,0.0,0.0,-0.01303,-0.01788,0.0,0.0,0.0,-3e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1e-05,209.9723,280.9801,-763.7783,37.9028,-801.6811,53.7085,53.7085,0.0,-22.0625,-22.0625,0.0,49.685,55.724,-6.039,-3.857,0.0,0.0,0.0,0.0,0.0
16,14,-240.3693,20.0,1.61837,1.77897,1.54359,-15.60897,-3.56135,-15.60897,-3.56135,1.00259,1.15575,60.0,-2.44382,-3.24769,0.80974,0.80034,-1.70277,-1.89912,1.81233,1.95609,-0.41132,-0.4113,3.002,3.1304,3.07115,3.24034,3.72868,8e-05,0.00058,0.00035,0.0,0.0,0.00012,0.00114,0.0,0.0,-0.0,-3e-05,0.0,0.0,-0.0,-1e-05,0.0,0.0,1e-05,2e-05,252.3427,284.4927,-844.5079,41.9929,-886.5008,58.1136,58.1136,0.0,-25.9882,-25.9882,0.0,49.8935,55.9753,-6.0818,-5.4224,0.0,0.0,0.0,0.0,0.0
16,16,-267.4279,20.0,1.63587,1.48818,1.71512,-11.66772,-6.0361,-11.66772,-6.0361,0.85251,1.14175,60.0,-1.99918,-3.23796,0.7245,0.76379,-1.40581,-1.8238,1.57701,1.90553,-0.36354,-0.40259,3.10066,3.13344,3.11709,3.24104,3.80976,-0.00077,-0.00096,-0.00086,0.0,0.0,-0.00149,-0.00189,0.0,0.0,-1e-05,-2e-05,0.0,0.0,0.0,1e-05,0.0,0.0,-1e-05,-1e-05,287.8817,282.9467,-908.7308,44.7303,-953.4612,59.7586,59.7586,0.0,-25.146,-25.146,0.0,49.6764,55.7425,-6.0661,-5.3478,0.0,0.0,0.0,0.0,0.0
16,18,-288.4296,20.0,1.65248,1.87467,1.55147,-10.01497,-8.60373,-10.01497,-8.60373,-0.9383,1.15106,60.0,-2.59366,-3.34258,0.57335,0.68943,-1.50794,-1.74343,-0.36496,1.84049,-0.33945,-0.39638,3.21738,3.15942,3.19024,3.26395,3.88753,0.00033,0.00022,0.00028,0.0,0.0,0.00077,0.00045,0.0,0.0,-1e-05,-1e-05,0.0,0.0,-1e-05,-1e-05,0.0,0.0,1e-05,1e-05,316.5365,278.0033,-962.0544,46.5219,-1008.5763,60.5025,60.5025,0.0,-18.2241,-18.2241,0.0,49.1214,55.1344,-6.0129,-3.1273,0.0,0.0,0.0,0.0,0.0
16,20,-307.0751,20.0,1.6683,1.89262,1.56631,-7.78805,-11.08923,-7.78805,-11.08923,-0.91819,-1.17227,60.0,-2.7491,-3.52567,0.91388,0.61965,-1.73981,-1.68255,-0.00431,-0.55262,-0.30667,-0.38977,3.31184,3.18671,3.25682,3.28816,3.96231,0.00014,-3e-05,7e-05,0.0,0.0,0.0004,-7e-05,0.0,0.0,-2e-05,-0.0,0.0,0.0,-1e-05,-0.0,0.0,0.0,1e-05,0.0,348.3619,273.5456,-1015.0396,48.2601,-1063.2998,62.431,62.431,0.0,-13.3064,-13.3064,0.0,48.5803,54.543,-5.9627,-1.9509,0.0,0.0,0.0,0.0,0.0
16,22,-318.6721,20.0,1.6834,1.85046,1.60562,-5.65569,-13.37731,-5.65569,-13.37731,1.00036,1.16264,60.0,-3.62957,-3.53715,0.35382,0.5782,-1.17466,-1.62287,1.35417,1.74083,-0.27571,-0.38215,3.3954,3.20858,3.31802,3.30716,4.03437,0.04401,0.04315,0.04367,0.0,0.0,0.14082,0.08966,0.0,0.0,0.001,0.00021,0.0,0.0,-2e-05,-0.0,0.0,0.0,1e-05,0.0,393.8014,270.3299,-1068.3564,50.6102,-1118.9667,65.3752,65.3752,0.0,-16.0602,-16.0602,0.0,48.1771,54.1039,-5.9268,-1.9748,0.0,0.0,0.0,0.0,0.0
16,24,-330.535,20.0,1.69785,1.75225,1.67129,-5.2902,-15.42947,-5.2902,-15.42947,0.96467,1.12278,60.0,-3.47494,-3.39032,0.4856,0.66876,-1.50642,-1.71337,1.45027,1.79154,-0.2678,-0.37183,3.49144,3.25128,3.39742,3.34644,4.10394,0.18395,0.18032,0.18262,0.0,0.0,0.67893,0.38475,0.0,0.0,0.0093,0.00223,0.0,0.0,0.00013,5e-05,0.0,0.0,-5e-05,0.0,438.8685,266.1031,-1119.1037,52.3935,-1171.4972,68.8836,68.8836,0.0,-19.9283,-19.9283,0.0,47.6695,53.5588,-5.8893,-2.9426,0.0,0.0,0.0,0.0,0.0
16,26,-340.238,20.0,1.71172,1.82317,1.65857,-4.35169,-17.3498,-4.35169,-17.3498,0.92838,1.09044,60.0,-3.39061,-3.28297,0.49351,0.6734,-1.52659,-1.68641,1.4219,1.76384,-0.2542,-0.36219,3.56628,3.27713,3.45898,3.36941,4.17123,0.18895,0.19643,0.19151,0.0,0.0,0.78826,0.42582,0.0,0.0,0.00289,0.0011,0.0,0.0,-0.00015,-4e-05,0.0,0.0,-2e-05,-0.0,482.9427,262.7041,-1167.0971,53.868,-1220.9651,71.5549,71.5549,0.0,-23.8664,-23.8664,0.0,47.2949,53.1479,-5.853,-3.8845,0.0,0.0,0.0,0.0,0.0
16,28,-348.4534,20.0,1.72504,1.67148,1.75246,-3.78916,-19.10527,-3.78916,-19.10527,0.88423,1.03596,60.0,-3.21216,-3.03128,0.54962,0.58965,-1.62911,-1.56187,1.43386,1.62561,-0.24341,-0.35404,3.6357,3.29297,3.51494,3.38268,4.23642,-0.15551,-0.17092,-0.16043,0.0,0.0,-0.7261,-0.37411,0.0,0.0,0.00944,0.00265,0.0,0.0,-0.00034,-7e-05,0.0,0.0,0.00012,0.0,525.5822,259.2344,-1211.5694,54.9629,-1266.5323,73.3532,73.3532,0.0,-27.4325,-27.4325,0.0,46.9978,52.8153,-5.8174,-5.1848,0.0,0.0,0.0,0.0,0.0
16,30,-354.8607,20.0,1.73787,1.73787,1.73787,-3.13567,-20.69206,-3.13567,-20.69206,0.75542,1.04739,60.0,-2.53762,-3.16778,0.51799,0.48046,-1.50308,-1.38186,1.27341,1.52786,-0.22488,-0.34631,3.69431,3.28384,3.55692,3.37164,4.29966,-1e-05,-1e-05,-1e-05,0.0,0.0,-3e-05,-2e-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,567.4166,258.6171,-1254.3872,56.0437,-1310.4309,74.2231,74.2231,0.0,-31.8384,-31.8384,0.0,46.9311,52.7216,-5.7904,-7.2327,0.0,0.0,0.0,0.0,0.0
16,32,-360.2469,20.0,1.75024,1.75024,1.75024,-1.69282,-21.83378,-1.69282,-21.83378,0.58912,1.01773,60.0,-1.72324,-3.07629,0.6968,0.48484,-1.44568,-1.37068,1.28592,1.50256,-0.2014,-0.33669,3.80593,3.30276,3.64593,3.38793,4.36109,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,596.3755,255.3119,-1284.0596,56.2802,-1340.3399,73.5024,73.5024,0.0,-32.4733,-32.4733,0.0,46.6768,52.4302,-5.7534,-7.9646,0.0,0.0,0.0,0.0,0.0
16,34,-361.8575,20.0,1.76219,1.76219,1.76219,-0.28689,-22.86791,-0.28689,-22.86791,0.66252,1.01832,60.0,-2.36549,-3.13693,0.59258,0.47379,-1.41721,-1.36715,1.2551,1.49211,-0.18556,-0.33057,3.94628,3.3299,3.76005,3.41227,4.42084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,618.7974,251.135,-1305.7452,56.4433,-1362.1884,72.3002,72.3002,0.0,-29.8621,-29.8621,0.0,46.3077,52.015,-5.7072,-6.5038,0.0,0.0,0.0,0.0,0.0
18,14,-244.6386,20.0,1.63587,1.48818,1.71512,-17.98268,-1.24186,-17.98268,-1.24186,0.9864,1.20641,60.0,-2.44118,-3.87074,0.78867,0.67171,-1.66529,-1.9792,1.77507,1.87812,-0.39857,-0.37601,3.04374,3.27104,3.1736,3.37808,3.80976,-0.0003,-0.002,-0.00132,0.0,0.0,-0.0005,-0.00486,0.0,0.0,-0.0,-6e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-2e-05,245.8462,309.8499,-885.7915,43.2183,-929.0098,57.6164,57.6164,0.0,-19.761,-19.761,0.0,61.1404,67.962,-6.8217,-3.5825,0.0,0.0,0.0,0.0,0.0
18,16,-276.4368,20.0,1.65248,1.5033,1.73254,-14.19678,-3.62031,-14.19678,-3.62031,0.85887,1.1933,60.0,-2.06374,-3.83594,0.64311,0.6436,-1.33796,-1.90229,1.50198,1.8369,-0.35744,-0.37122,3.13227,3.26075,3.20093,3.36619,3.88753,-0.00055,-0.00115,-0.00088,0.0,0.0,-0.00109,-0.00279,0.0,0.0,-1e-05,-5e-05,0.0,0.0,0.0,1e-05,0.0,0.0,-1e-05,-2e-05,281.8706,310.0257,-957.9084,46.4608,-1004.3692,59.7825,59.7825,0.0,-18.7792,-18.7792,0.0,61.0726,67.9025,-6.8299,-3.3607,0.0,0.0,0.0,0.0,0.0
18,18,-302.7901,20.0,1.6683,1.83386,1.59121,-12.59304,-6.17313,-12.59304,-6.17313,0.93795,1.20721,60.0,-2.61294,-3.95059,0.5394,0.61337,-1.46579,-1.8733,1.47735,1.82058,-0.33669,-0.3689,3.23848,3.27327,3.25592,3.37641,3.96231,-1e-05,0.00011,5e-05,0.0,0.0,-1e-05,0.00027,0.0,0.0,-1e-05,-2e-05,0.0,0.0,-1e-05,-1e-05,0.0,0.0,1e-05,2e-05,311.9621,306.8772,-1019.8702,48.7962,-1068.6664,61.3975,61.3975,0.0,-12.4676,-12.4676,0.0,60.6138,67.4123,-6.7985,-1.4003,0.0,0.0,0.0,0.0,0.0
18,20,-326.6498,20.0,1.6834,1.53142,1.76495,-10.17671,-8.6337,-10.17671,-8.6337,0.88387,1.19435,60.0,-2.57794,-3.9068,0.94828,0.58199,-1.71121,-1.81656,1.83215,1.77634,-0.30304,-0.36512,3.32468,3.28941,3.30802,3.39017,4.03437,-0.0002,-0.00025,-0.00023,0.0,0.0,-0.00057,-0.00062,0.0,0.0,-3e-05,-2e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05,-1e-05,345.0894,303.7217,-1080.7159,51.0252,-1131.7412,63.9944,63.9944,0.0,-8.298,-8.298,0.0,60.1457,66.9111,-6.7654,-0.5745,0.0,0.0,0.0,0.0,0.0
18,22,-342.7473,20.0,1.69785,1.8084,1.64514,-7.79155,-10.89633,-7.79155,-10.89633,0.9892,1.17368,60.0,-3.61328,-3.83628,0.32516,0.55952,-1.09549,-1.76185,1.31436,1.73321,-0.27081,-0.35908,3.40145,3.30353,3.35774,3.40197,4.10394,-0.00085,-0.00079,-0.00082,0.0,0.0,-0.00274,-0.00195,0.0,0.0,-1e-05,-0.0,0.0,0.0,-2e-05,-1e-05,0.0,0.0,0.0,1e-05,391.8478,301.3452,-1140.4448,53.9102,-1194.355,67.2951,67.2951,0.0,-11.524,-11.524,0.0,59.7747,66.5138,-6.7392,-0.7344,0.0,0.0,0.0,0.0,0.0
18,24,-358.0074,20.0,1.71172,1.82317,1.65857,-7.18537,-12.82126,-7.18537,-12.82126,1.01676,1.1189,60.0,-3.92728,-3.60023,0.37142,0.58405,-1.36057,-1.72445,1.38818,1.70295,-0.26323,-0.34774,3.47749,3.32479,3.41288,3.42074,4.17123,0.11657,0.0956,0.10804,0.0,0.0,0.42681,0.23997,0.0,0.0,0.00334,0.00055,0.0,0.0,-1e-05,-0.0,0.0,0.0,-1e-05,0.0,440.2606,298.7875,-1198.3756,56.4215,-1254.797,71.0772,71.0772,0.0,-16.5857,-16.5857,0.0,59.367,66.0783,-6.7113,-1.9259,0.0,0.0,0.0,0.0,0.0
18,26,-371.6858,20.0,1.72504,1.83736,1.67148,-6.37527,-14.86605,-6.37527,-14.86605,1.00711,1.09004,60.0,-3.97976,-3.48279,0.41893,0.56209,-1.51524,-1.66772,1.42603,1.65213,-0.25485,-0.34116,3.53767,3.34039,3.45832,3.43402,4.23642,0.08748,0.08191,0.08535,0.0,0.0,0.3591,0.20754,0.0,0.0,0.00078,0.00013,0.0,0.0,-3e-05,-1e-05,0.0,0.0,-2e-05,0.0,487.8072,296.1217,-1253.7531,58.4876,-1312.2408,74.4326,74.4326,0.0,-21.5997,-21.5997,0.0,59.0174,65.6983,-6.6809,-3.0663,0.0,0.0,0.0,0.0,0.0
18,28,-383.8589,20.0,1.73787,1.48433,1.88044,-5.51037,-16.74286,-5.51037,-16.74286,0.91238,1.05588,60.0,-3.4004,-3.32854,0.52874,0.52786,-1.60199,-1.58464,1.44111,1.58373,-0.2448,-0.33495,3.59799,3.35649,3.50547,3.44782,4.29966,-0.04953,-0.05727,-0.0523,0.0,0.0,-0.22648,-0.14652,0.0,0.0,0.00026,1e-05,0.0,0.0,3e-05,-0.0,0.0,0.0,-0.0,1e-05,531.9836,293.1353,-1304.5084,59.9611,-1364.4694,76.7345,76.7345,0.0,-25.4827,-25.4827,0.0,58.6831,65.3293,-6.6462,-4.4889,0.0,0.0,0.0,0.0,0.0
18,30,-393.8749,20.0,1.75024,1.6959,1.77806,-4.43905,-18.26607,-4.43905,-18.26607,0.65295,1.03937,60.0,-1.94673,-3.30054,0.51529,0.50087,-1.30668,-1.54041,1.16824,1.54025,-0.21901,-0.32731,3.67791,3.37198,3.56626,3.46103,4.36109,-0.00019,0.00016,-7e-05,0.0,0.0,-0.00097,0.00042,0.0,0.0,0.00014,0.0,0.0,0.0,-0.00011,0.0,0.0,0.0,9e-05,0.0,569.6885,290.0092,-1347.208,60.816,-1408.0239,77.1208,77.1208,0.0,-27.7715,-27.7715,0.0,58.3863,64.9937,-6.6074,-6.0058,0.0,0.0,0.0,0.0,0.0
18,32,-401.5629,20.0,1.76219,1.76219,1.76219,-2.76275,-19.44163,-2.76275,-19.44163,0.63887,1.02235,60.0,-2.00809,-3.28463,0.68269,0.5026,-1.44662,-1.53581,1.32156,1.52496,-0.20326,-0.31821,3.77768,3.39211,3.64358,3.47879,4.42084,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,601.4319,286.2293,-1380.3684,61.2656,-1441.634,76.1013,76.1013,0.0,-28.0681,-28.0681,0.0,58.0548,64.6175,-6.5627,-6.6685,0.0,0.0,0.0,0.0,0.0
18,34,-405.0901,20.0,1.77374,1.77374,1.77374,-1.49916,-20.63893,-1.49916,-20.63893,0.75514,0.99382,60.0,-2.99427,-3.16527,0.46376,0.48975,-1.33816,-1.49217,1.2189,1.48356,-0.19045,-0.31204,3.89791,3.42006,3.73942,3.50421,4.47901,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,627.4882,281.4524,-1407.3856,61.5837,-1468.9693,75.1382,75.1382,0.0,-25.1878,-25.1878,0.0,57.5825,64.0917,-6.5092,-5.1881,0.0,0.0,0.0,0.0,0.0
